worker_id,zone_risk_tier,current_month,lstm_forecast_score,aqi_7day_avg,platform_tenure_weeks,loyalty_weeks_paid,historical_disruption_rate,policy_tier,peer_claim_rate_zone,actual_premium
WK386947,3,2,0.92,105.97,135,105,0.574,Standard,0.164,120.57
WK654926,1,4,0.315,61.9,104,87,0.424,Premium,0.116,209.94
WK393622,2,8,0.725,104.64,76,38,0.573,Premium,0.18,48.37
WK358738,5,5,1.0,144.67,89,50,0.769,Standard,0.334,310.27
WK770722,5,1,1.0,134.87,87,48,0.672,Basic,0.301,129.5
WK377870,1,12,0.399,61.08,74,60,0.312,Standard,0.125,47.56
WK312034,1,12,0.534,76.36,24,19,0.465,Standard,0.077,107.26
WK200865,4,2,1.0,115.08,53,25,0.63,Premium,0.266,333.42
WK836733,5,3,1.0,144.75,175,154,1.0,Premium,0.315,322.81
WK774307,2,12,0.855,86.72,61,54,0.522,Basic,0.119,62.55
WK369751,1,10,0.674,83.95,37,29,0.485,Standard,0.132,138.51
WK565371,3,12,1.0,96.98,161,83,0.49,Standard,0.242,105.77
WK425042,3,9,0.998,93.17,157,136,0.549,Basic,0.248,103.15
WK202051,5,6,1.0,108.98,118,109,0.781,Standard,0.283,295.2
WK456081,3,5,1.0,99.35,195,109,0.531,Standard,0.156,177.48
WK705133,3,11,1.0,104.14,70,36,0.52,Basic,0.187,77.31
WK842184,4,12,1.0,105.2,55,45,0.597,Standard,0.229,182.38
WK462540,3,5,0.922,108.63,184,109,0.563,Basic,0.2,76.28
WK367054,1,6,0.449,61.98,158,127,0.419,Standard,0.147,130.73
WK557875,3,6,1.0,103.58,10,6,0.602,Basic,0.243,158.21
WK402012,3,1,1.0,109.31,16,8,0.538,Basic,0.178,97.59
WK972660,5,12,1.0,114.68,132,68,0.658,Basic,0.319,125.11
WK732997,2,6,0.882,91.04,105,65,0.509,Premium,0.15,271.66
WK822108,4,11,1.0,107.9,90,81,0.609,Standard,0.212,151.46
WK463475,5,1,1.0,138.77,79,49,1.0,Premium,0.337,335.15
WK800404,3,10,1.0,88.96,131,89,0.528,Premium,0.152,272.55
WK875312,4,9,1.0,117.28,36,24,0.606,Premium,0.298,470.43
WK135228,2,3,0.886,88.76,110,59,0.454,Basic,0.196,90.48
WK148085,2,7,0.89,93.89,63,42,0.488,Premium,0.112,351.17
WK298799,4,9,1.0,75.19,26,20,0.656,Premium,0.25,493.94
WK404193,1,6,0.483,89.75,53,34,0.436,Standard,0.125,169.7
WK690796,3,4,0.94,88.89,172,110,0.612,Basic,0.243,81.19
WK263903,2,3,0.693,102.16,49,43,0.498,Basic,0.185,80.9
WK257544,5,11,1.0,109.49,45,28,0.822,Premium,0.313,381.6
WK350585,1,6,0.397,65.89,84,61,0.34,Basic,0.143,69.82
WK988331,1,10,0.594,74.21,186,157,0.37,Basic,0.118,50.09
WK211593,4,1,1.0,104.25,55,42,0.659,Basic,0.278,86.09
WK887071,5,8,1.0,136.83,194,182,0.764,Standard,0.296,318.68
WK716564,1,7,0.418,55.08,152,130,0.343,Basic,0.081,49.9
WK247336,4,5,1.0,129.9,34,15,0.649,Standard,0.218,300.6
WK598958,5,6,1.0,110.7,187,111,0.846,Standard,0.326,349.91
WK678319,1,7,0.465,66.32,116,62,0.408,Standard,0.137,141.56
WK790036,4,9,1.0,105.87,180,127,0.648,Standard,0.219,205.19
WK387538,5,1,1.0,95.6,36,17,0.764,Standard,0.273,308.68
WK846311,5,5,1.0,80.6,175,132,0.736,Standard,0.283,259.05
WK927276,4,6,1.0,114.91,87,51,0.677,Basic,0.24,132.34
WK908687,4,3,1.0,114.96,36,31,0.608,Basic,0.201,100.39
WK870542,2,10,0.903,97.0,77,51,0.506,Premium,0.122,296.64
WK619129,5,10,1.0,131.22,167,84,0.694,Basic,0.265,125.74
WK639674,4,9,1.0,117.31,139,98,0.627,Standard,0.215,222.55
WK807389,3,4,1.0,95.4,89,65,0.514,Standard,0.237,132.1
WK528225,3,8,1.0,114.48,90,62,0.603,Basic,0.188,130.09
WK923804,3,9,1.0,104.63,8,3,0.544,Premium,0.249,48.44
WK430067,4,1,1.0,118.33,22,9,0.652,Premium,0.28,330.28
WK640894,5,10,1.0,118.06,158,123,0.839,Standard,0.347,225.66
WK691348,2,11,0.799,102.55,161,127,0.529,Basic,0.122,61.1
WK867927,4,3,1.0,130.69,170,114,0.655,Basic,0.214,76.07
WK716430,5,7,1.0,95.85,93,74,0.811,Basic,0.335,165.41
WK236799,5,8,1.0,131.7,167,85,0.688,Standard,0.335,324.37
WK386277,5,10,1.0,125.06,28,25,0.68,Premium,0.286,420.27
WK421792,4,2,1.0,115.06,154,90,0.673,Standard,0.212,144.98
WK594785,4,6,1.0,103.86,179,115,0.633,Standard,0.245,191.78
WK610331,5,8,1.0,136.33,8,7,0.75,Basic,0.332,232.92
WK750047,3,1,1.0,112.38,88,68,0.527,Basic,0.214,67.57
WK803776,5,8,1.0,128.8,87,72,0.752,Basic,0.326,223.3
WK768950,5,9,1.0,101.3,25,16,0.735,Standard,0.296,354.34
WK806434,4,11,1.0,110.77,189,112,0.606,Standard,0.247,185.11
WK684048,5,6,1.0,136.23,155,87,0.674,Premium,0.259,460.34
WK809750,4,4,1.0,113.68,21,13,0.658,Basic,0.271,144.51
WK157079,2,10,0.68,79.28,5,1,0.516,Basic,0.171,123.65
WK788150,5,3,1.0,141.74,119,98,0.696,Basic,0.327,124.39
WK820411,4,7,1.0,117.7,35,32,0.589,Basic,0.274,164.62
WK425796,4,9,1.0,127.32,16,11,0.683,Standard,0.296,339.2
WK495612,5,9,1.0,117.83,137,116,0.737,Standard,0.298,281.42
WK817523,2,2,0.636,91.18,31,17,0.551,Standard,0.106,130.91
WK528316,3,11,1.0,101.09,60,35,0.59,Premium,0.236,305.22
WK117196,3,1,1.0,81.89,192,119,0.534,Basic,0.238,79.6
WK450431,1,2,0.627,67.29,197,123,0.356,Standard,0.135,97.23
WK495316,1,10,0.615,65.47,27,19,0.353,Basic,0.077,74.46
WK915856,5,6,1.0,124.43,162,107,0.646,Standard,0.252,321.21
WK266555,2,4,0.617,89.53,40,26,0.524,Standard,0.166,169.7
WK532925,1,6,0.483,63.68,140,76,0.377,Standard,0.078,107.79
WK157516,5,12,1.0,151.45,93,52,0.705,Standard,0.34,243.94
WK804615,1,5,0.4,86.86,83,44,0.474,Premium,0.068,188.18
WK551331,5,7,1.0,84.98,173,116,0.719,Basic,0.269,216.65
WK204994,4,6,1.0,110.11,178,116,0.633,Premium,0.228,48.77
WK150538,3,6,1.0,84.11,144,66,0.51,Premium,0.207,406.75
WK953284,4,2,1.0,94.77,94,70,0.631,Standard,0.211,158.54
WK746000,1,3,0.607,88.79,142,78,0.443,Standard,0.054,77.29
WK367199,5,12,1.0,79.85,194,161,0.782,Standard,0.251,169.37
WK934995,5,1,1.0,106.77,131,90,0.817,Basic,0.316,112.76
WK439748,4,8,1.0,104.31,66,35,0.644,Premium,0.265,520.46
WK414253,4,9,1.0,72.37,181,112,0.664,Premium,0.267,338.53
WK346766,4,3,1.0,117.41,48,19,0.597,Basic,0.239,149.71
WK227197,4,1,1.0,114.41,106,92,0.597,Standard,0.204,133.96
WK541270,1,10,0.66,63.3,36,17,0.445,Basic,0.107,86.93
WK928360,4,10,1.0,116.39,25,17,0.583,Basic,0.226,153.5
WK923183,5,3,1.0,125.95,40,30,0.701,Basic,0.314,144.25
WK806162,4,1,1.0,115.85,92,73,0.611,Standard,0.283,139.17
WK325508,3,4,1.0,100.28,138,90,0.554,Standard,0.175,183.49
WK106190,5,3,1.0,108.61,27,12,0.706,Standard,0.317,301.23
WK326753,1,3,0.309,78.19,177,111,0.411,Standard,0.143,89.11
WK514164,3,6,1.0,104.46,43,28,0.563,Premium,0.172,427.6
WK105107,1,6,0.376,87.6,56,30,0.454,Standard,0.102,128.22
WK608595,2,11,0.901,98.05,193,137,0.462,Premium,0.151,161.11
WK723697,1,7,0.512,59.17,74,53,0.298,Basic,0.144,93.21
WK217856,4,9,1.0,129.91,20,12,0.691,Premium,0.207,49.14
WK989370,5,5,1.0,133.53,115,82,0.715,Standard,0.283,254.48
WK435754,3,7,1.0,79.86,135,118,0.554,Basic,0.209,107.63
WK105980,2,9,0.603,76.92,41,21,0.449,Standard,0.178,47.87
WK494493,3,5,1.0,107.54,105,86,0.534,Premium,0.212,230.89
WK282624,4,12,1.0,116.21,96,55,0.607,Standard,0.292,151.07
WK369671,4,4,1.0,117.7,102,71,0.624,Standard,0.205,173.95
WK176263,2,5,0.638,95.67,126,84,0.473,Standard,0.118,140.01
WK748865,1,2,0.545,80.92,103,62,0.449,Basic,0.1,52.11
WK161428,2,7,0.963,101.99,123,87,0.522,Basic,0.179,99.6
WK247462,1,4,0.474,56.12,10,5,0.365,Basic,0.136,76.55
WK155814,3,8,1.0,103.65,15,10,0.503,Standard,0.25,316.77
WK868371,4,2,1.0,124.24,127,90,0.594,Premium,0.265,228.3
WK848050,3,3,0.965,89.74,195,182,0.566,Basic,0.235,66.72
WK314848,5,4,1.0,104.31,101,85,0.661,Standard,0.333,231.87
WK113231,1,9,0.357,70.42,45,37,0.495,Premium,0.061,196.66
WK831794,4,3,1.0,69.4,173,105,0.597,Premium,0.295,242.42
WK871780,5,6,1.0,126.85,12,5,0.645,Premium,0.314,576.47
WK478479,3,12,1.0,101.12,189,139,0.585,Standard,0.169,109.98
WK192545,2,12,0.743,93.71,177,126,0.514,Standard,0.192,105.24
WK691396,5,10,1.0,110.3,138,125,0.72,Standard,0.331,256.66
WK691396,4,4,1.0,100.37,138,125,0.598,Standard,0.213,179.58
WK881307,3,4,1.0,112.19,185,124,0.547,Standard,0.212,151.66
WK127863,1,7,0.643,85.75,113,100,0.486,Standard,0.059,129.55
WK630093,3,11,1.0,107.8,53,36,0.528,Basic,0.199,89.5
WK591028,5,9,1.0,123.62,84,59,0.693,Standard,0.324,315.16
WK107402,2,5,0.785,93.33,65,41,0.478,Standard,0.177,182.06
WK631838,4,12,1.0,115.97,73,52,0.611,Premium,0.285,286.91
WK553310,2,8,0.78,101.69,28,13,0.489,Basic,0.107,159.04
WK142777,2,10,0.836,87.48,18,5,0.475,Standard,0.124,234.53
WK946116,2,9,0.743,88.91,124,68,0.471,Basic,0.122,86.83
WK806435,5,2,1.0,109.9,100,69,0.805,Standard,0.317,186.57
WK647257,2,10,0.983,95.81,136,78,0.555,Basic,0.108,75.68
WK459365,2,2,0.638,91.33,46,22,0.453,Standard,0.192,146.55
WK102756,5,10,1.0,134.95,169,112,0.69,Standard,0.322,266.17
WK405359,2,12,0.737,92.4,148,90,0.53,Standard,0.105,103.34
WK919639,4,12,1.0,122.87,119,81,0.686,Standard,0.26,169.51
WK739601,4,8,1.0,103.47,166,138,0.625,Standard,0.209,309.47
WK861346,3,3,1.0,92.04,118,71,0.626,Basic,0.212,84.53
WK791933,5,10,1.0,128.39,60,32,0.639,Basic,0.291,150.9
WK634707,3,8,1.0,109.84,112,100,0.542,Basic,0.181,107.16
WK108156,2,7,0.722,92.09,29,24,0.491,Basic,0.16,147.69
WK576643,4,9,1.0,117.47,84,68,0.639,Standard,0.225,273.09
WK244226,5,11,1.0,88.34,54,48,0.802,Standard,0.26,201.45
WK823103,5,2,1.0,143.77,62,34,0.751,Standard,0.332,216.31
WK213183,1,2,0.402,84.52,163,125,0.454,Premium,0.109,47.58
WK302666,5,11,1.0,96.32,114,103,0.751,Premium,0.342,305.75
WK991113,4,5,1.0,128.82,78,56,0.688,Premium,0.241,364.76
WK747968,3,12,1.0,103.1,187,97,0.525,Premium,0.17,202.4
WK417560,4,6,1.0,122.0,11,2,0.609,Basic,0.213,51.44
WK807168,3,11,0.94,104.94,10,3,0.554,Standard,0.175,194.37
WK597673,4,10,1.0,119.37,20,11,0.649,Standard,0.299,238.08
WK800756,2,11,0.851,90.52,12,3,0.524,Basic,0.124,100.55
WK999476,2,7,0.982,95.94,130,116,0.502,Basic,0.111,120.71
WK683166,3,2,0.932,114.34,198,168,0.602,Basic,0.221,68.15
WK923581,1,9,0.325,78.08,197,177,0.452,Standard,0.064,136.6
WK792316,2,3,0.634,96.55,198,165,0.54,Basic,0.162,53.02
WK669402,2,11,0.998,96.37,139,109,0.496,Premium,0.124,190.39
WK230334,4,10,1.0,118.59,83,70,0.678,Standard,0.252,177.6
WK451554,5,3,1.0,153.29,174,138,0.798,Standard,0.293,215.0
WK536305,2,7,0.645,84.5,77,34,0.538,Premium,0.153,437.0
WK691915,4,10,1.0,111.04,197,133,0.66,Basic,0.28,92.53
WK140905,1,5,0.382,81.12,118,71,0.432,Premium,0.149,211.32
WK421308,1,10,0.61,73.01,180,162,0.424,Premium,0.078,163.53
WK589371,1,5,0.654,84.65,86,63,0.446,Premium,0.063,172.96
WK682084,5,2,1.0,128.71,169,92,0.622,Premium,0.318,320.45
WK420165,3,11,1.0,112.46,67,49,0.516,Standard,0.162,137.05
WK789038,3,6,0.945,88.24,9,3,0.545,Premium,0.209,372.84
WK162200,1,9,0.517,75.01,136,84,0.43,Standard,0.145,110.14
WK649594,1,5,0.678,82.38,72,34,0.482,Standard,0.094,135.63
WK478285,1,2,0.522,75.73,15,10,0.377,Standard,0.09,114.29
WK279723,5,6,1.0,84.96,86,55,0.655,Standard,0.272,427.92
WK859959,3,4,1.0,108.82,189,155,0.506,Standard,0.224,165.66
WK757473,1,3,0.68,71.77,189,160,0.481,Premium,0.116,132.21
WK955194,2,4,0.636,97.0,154,96,0.555,Basic,0.124,47.8
WK304942,4,8,1.0,114.86,36,18,0.681,Premium,0.243,557.26
WK400083,1,3,0.688,92.27,13,8,0.504,Basic,0.112,68.29
WK577010,5,4,1.0,119.99,27,24,0.705,Basic,0.281,139.0
WK895655,4,3,1.0,119.09,43,30,0.668,Standard,0.279,218.95
WK351392,1,2,0.343,78.68,23,17,0.419,Basic,0.073,54.6
WK524947,2,3,0.997,91.06,170,94,0.48,Standard,0.193,126.8
WK449689,5,6,1.0,110.82,142,94,0.822,Basic,0.304,162.9
WK103117,4,10,1.0,98.54,71,42,0.597,Basic,0.238,128.62
WK209429,4,4,1.0,80.77,52,30,0.648,Basic,0.294,123.39
WK917411,2,5,0.831,87.95,94,65,0.582,Basic,0.107,89.75
WK239662,4,3,1.0,118.22,59,47,0.677,Basic,0.291,91.19
WK367833,3,10,1.0,101.74,6,2,0.524,Premium,0.2,385.0
WK279649,1,11,0.606,91.41,77,39,0.454,Premium,0.111,153.79
WK327697,1,2,0.588,86.87,64,59,0.452,Standard,0.085,81.5
WK389341,5,11,1.0,139.54,154,121,0.802,Standard,0.326,49.53
WK222886,1,7,0.607,56.69,75,53,0.326,Standard,0.139,201.09
WK254453,5,11,1.0,128.39,38,26,0.654,Basic,0.324,130.67
WK378017,3,5,0.947,100.13,193,176,0.539,Standard,0.183,192.03
WK448598,4,3,1.0,102.4,160,147,0.582,Premium,0.299,238.17
WK952441,2,11,0.901,73.33,159,135,0.551,Basic,0.131,64.63
WK755842,2,3,0.846,96.39,19,10,0.481,Standard,0.197,145.68
WK484919,5,7,1.0,109.19,68,41,0.816,Premium,0.318,625.69
WK527683,1,2,0.493,64.21,170,129,0.389,Standard,0.088,74.42
WK282072,4,9,1.0,117.41,18,9,0.663,Premium,0.217,512.61
WK715132,5,2,1.0,119.47,139,105,0.717,Premium,0.263,302.86
WK562345,3,11,0.995,90.54,82,50,0.554,Standard,0.199,196.68
WK751974,4,2,1.0,107.94,63,35,0.654,Premium,0.273,303.57
WK697603,5,3,1.0,160.24,22,17,0.864,Standard,0.282,261.33
WK164125,1,3,0.456,83.81,179,122,0.462,Basic,0.122,58.51
WK782533,5,11,1.0,134.06,165,125,0.65,Premium,0.252,311.94
WK603428,2,3,0.906,83.51,197,176,0.486,Premium,0.138,163.47
WK588151,3,6,1.0,106.5,160,81,0.496,Basic,0.188,49.62
WK306118,3,3,1.0,102.72,9,4,0.574,Basic,0.207,94.05
WK524151,4,2,1.0,95.18,178,103,0.62,Basic,0.298,81.81
WK813613,3,4,1.0,111.96,112,88,0.603,Premium,0.238,289.63
WK149750,2,9,0.862,87.21,174,103,0.465,Standard,0.157,141.16
WK541155,4,10,1.0,107.77,95,87,0.59,Basic,0.225,52.28
WK495963,5,4,1.0,121.85,173,151,0.688,Standard,0.274,279.69
WK567532,5,9,1.0,88.34,30,19,0.714,Standard,0.262,414.81
WK254177,1,4,0.66,74.2,102,88,0.414,Basic,0.087,55.78
WK834059,1,7,0.44,66.77,25,12,0.35,Basic,0.131,110.0
WK181292,3,1,0.958,102.43,185,101,0.544,Standard,0.183,51.35
WK109425,1,9,0.479,83.69,32,28,0.429,Standard,0.126,161.42
WK245535,5,4,1.0,136.16,18,14,0.758,Basic,0.311,166.81
WK366673,4,3,1.0,99.64,195,184,0.56,Premium,0.24,52.46
WK950767,4,4,1.0,107.43,100,75,0.616,Premium,0.251,301.68
WK218300,3,11,1.0,91.27,46,25,0.536,Basic,0.238,90.39
WK377110,4,12,1.0,105.11,106,55,0.585,Standard,0.227,153.57
WK991779,2,5,0.708,89.81,95,83,0.435,Premium,0.111,195.84
WK747900,3,1,0.937,112.64,163,126,0.545,Standard,0.247,128.05
WK373959,2,3,0.724,46.01,79,54,0.505,Standard,0.178,118.73
WK399806,4,8,1.0,122.76,167,120,0.602,Premium,0.21,459.15
WK511310,5,11,1.0,125.43,152,107,0.774,Premium,0.294,313.66
WK612059,2,8,0.611,79.86,112,93,0.442,Standard,0.124,152.61
WK471159,4,3,1.0,109.28,66,59,0.573,Premium,0.256,258.13
WK984009,2,6,0.683,89.34,193,117,0.514,Standard,0.104,141.45
WK439391,5,8,1.0,113.52,177,101,0.852,Premium,0.27,573.17
WK890124,4,7,1.0,103.5,117,65,0.625,Basic,0.215,166.14
WK130109,4,6,1.0,108.67,68,30,0.636,Basic,0.257,203.99
WK592022,1,7,0.38,75.86,141,111,0.385,Basic,0.109,74.54
WK555657,1,10,0.4,49.43,127,66,0.319,Standard,0.068,120.88
WK204548,1,5,0.603,84.78,35,22,0.488,Basic,0.11,102.37
WK865212,5,7,1.0,124.87,127,106,0.711,Standard,0.294,325.75
WK394378,1,5,0.331,59.04,65,45,0.278,Basic,0.139,51.79
WK457564,1,9,0.468,67.92,161,111,0.38,Premium,0.104,178.19
WK656520,4,3,1.0,104.42,188,160,0.572,Standard,0.242,139.83
WK501674,1,11,0.377,86.55,108,78,0.466,Standard,0.141,81.48
WK539504,1,10,0.645,34.91,124,113,0.428,Standard,0.065,86.57
WK511876,2,7,0.731,84.73,161,134,0.536,Basic,0.125,104.99
WK935923,1,9,0.461,72.06,173,134,0.429,Basic,0.052,74.8
WK405097,3,3,1.0,114.56,175,88,0.546,Standard,0.243,119.35
WK498133,1,8,0.682,54.62,79,49,0.301,Basic,0.101,75.52
WK651967,5,3,1.0,125.16,187,124,0.655,Standard,0.292,192.07
WK462002,2,12,0.768,92.55,38,32,0.496,Standard,0.115,133.2
WK924367,5,8,1.0,109.08,163,135,0.691,Standard,0.26,309.03
WK491644,1,7,0.365,63.52,83,51,0.411,Standard,0.106,144.11
WK772042,1,7,0.46,70.83,130,95,0.468,Standard,0.106,123.87
WK719404,4,5,1.0,115.19,82,59,0.644,Standard,0.209,217.51
WK537629,4,6,1.0,102.56,191,128,0.6,Standard,0.234,269.85
WK334366,1,1,0.338,71.62,111,62,0.393,Basic,0.063,47.72
WK885891,2,7,0.976,94.05,152,139,0.53,Standard,0.185,159.55
WK278743,2,3,0.668,105.71,69,35,0.574,Basic,0.127,82.52
WK278743,1,12,0.4,50.73,69,35,0.314,Basic,0.132,57.43
WK931635,4,1,1.0,118.22,132,77,0.594,Basic,0.299,94.86
WK615662,1,12,0.425,39.42,56,31,0.356,Standard,0.06,99.7
WK993300,1,6,0.366,79.12,183,106,0.416,Standard,0.125,120.76
WK689937,4,3,1.0,120.53,134,80,0.595,Standard,0.254,162.55
WK754492,3,3,1.0,110.38,165,104,0.555,Standard,0.217,118.12
WK713208,1,11,0.509,79.57,188,125,0.449,Basic,0.083,49.12
WK959761,1,12,0.322,73.84,118,82,0.414,Basic,0.143,50.18
WK558916,5,9,1.0,133.21,52,37,0.642,Standard,0.259,314.36
WK459125,1,8,0.504,77.75,160,107,0.393,Premium,0.098,193.16
WK396609,1,11,0.4,68.6,170,154,0.383,Premium,0.074,132.96
WK435715,1,8,0.43,64.93,173,96,0.396,Standard,0.133,133.9
WK311514,5,10,1.0,127.97,18,9,0.666,Premium,0.319,489.3
WK359687,4,6,1.0,132.99,129,101,0.681,Standard,0.235,279.37
WK427462,3,8,0.992,106.32,149,120,0.547,Basic,0.166,119.26
WK122822,3,4,0.92,101.85,114,62,0.581,Premium,0.159,261.97
WK517199,2,9,0.643,98.16,163,85,0.507,Standard,0.105,202.37
WK179932,3,2,1.0,102.77,173,127,0.593,Standard,0.19,140.45
WK298029,4,9,1.0,76.65,13,8,0.637,Standard,0.203,338.83
WK466297,1,6,0.518,91.99,123,75,0.466,Standard,0.131,141.21
WK825135,2,3,0.968,88.68,99,49,0.493,Basic,0.115,82.96
WK742746,4,6,1.0,119.18,36,29,0.614,Basic,0.274,150.12
WK944522,2,6,0.612,91.44,191,102,0.484,Premium,0.19,293.2
WK968506,4,6,1.0,121.54,148,127,0.686,Standard,0.285,238.48
WK191055,4,8,1.0,101.76,118,89,0.62,Premium,0.216,415.11
WK784396,5,5,1.0,90.0,123,65,0.688,Premium,0.281,343.16
WK761086,2,3,0.927,90.36,159,129,0.493,Basic,0.144,72.23
WK680203,1,3,0.442,81.35,82,74,0.474,Standard,0.122,79.76
WK170059,5,12,1.0,151.45,36,15,0.732,Premium,0.349,455.66
WK609107,5,8,1.0,116.04,92,73,0.828,Standard,0.345,299.0
WK577017,4,1,1.0,105.87,152,140,0.61,Standard,0.203,143.75
WK578297,5,10,1.0,140.05,193,138,0.667,Premium,0.268,337.81
WK446894,5,10,1.0,124.33,78,66,0.905,Standard,0.28,292.0
WK628759,2,9,0.713,96.3,87,53,0.46,Standard,0.128,204.71
WK829609,5,8,1.0,123.62,182,157,0.717,Standard,0.25,309.36
WK856984,3,11,0.962,106.73,35,22,0.515,Premium,0.236,279.66
WK754586,3,7,1.0,97.75,57,34,0.523,Standard,0.167,289.35
WK346456,4,3,1.0,107.94,190,164,0.602,Basic,0.243,91.71
WK361608,5,3,1.0,135.83,97,79,0.731,Basic,0.33,110.36
WK811684,1,12,0.611,85.63,145,92,0.439,Premium,0.059,152.63
WK923620,5,12,1.0,104.68,186,102,0.807,Basic,0.328,127.9
WK362562,3,10,0.948,90.93,169,148,0.621,Standard,0.177,135.36
WK543113,3,10,1.0,104.09,13,5,0.589,Premium,0.167,371.1
WK211278,3,10,1.0,86.21,173,124,0.509,Standard,0.208,140.38
WK411378,3,7,1.0,79.84,151,121,0.575,Basic,0.151,141.51
WK212577,1,1,0.661,55.67,134,100,0.401,Standard,0.092,75.81
WK367361,5,9,1.0,139.8,99,82,0.711,Standard,0.317,301.14
WK282729,4,9,1.0,121.88,179,100,0.675,Basic,0.209,109.41
WK443085,3,8,1.0,108.66,30,19,0.572,Standard,0.236,252.45
WK135208,2,11,0.713,80.46,11,7,0.537,Standard,0.124,168.11
WK316263,5,8,1.0,116.73,110,72,0.878,Basic,0.275,168.96
WK672730,3,12,1.0,75.24,110,59,0.57,Basic,0.172,84.45
WK903744,4,2,1.0,86.39,111,91,0.645,Standard,0.224,186.46
WK967433,2,10,0.674,87.36,115,63,0.46,Premium,0.17,204.16
WK502750,2,10,0.871,92.32,106,90,0.561,Standard,0.168,133.36
WK834413,1,4,0.399,83.43,39,24,0.487,Basic,0.058,70.22
WK512702,3,6,0.939,99.84,169,110,0.557,Premium,0.217,263.52
WK437043,1,11,0.681,70.98,86,78,0.393,Standard,0.083,79.05
WK176074,3,12,1.0,87.96,121,65,0.517,Premium,0.197,48.46
WK995289,4,7,1.0,81.88,36,28,0.596,Premium,0.285,473.31
WK446275,3,1,1.0,86.44,161,110,0.491,Premium,0.236,184.45
WK626496,4,9,1.0,128.82,145,77,0.662,Standard,0.226,223.13
WK463488,1,1,0.462,76.84,90,50,0.431,Basic,0.076,50.06
WK145600,5,2,1.0,136.53,37,27,0.958,Basic,0.347,158.23
WK772850,5,6,1.0,95.03,194,138,0.685,Standard,0.327,280.55
WK831569,3,4,0.978,109.63,154,116,0.526,Basic,0.218,75.94
WK583840,2,5,0.962,105.09,168,137,0.535,Standard,0.17,126.12
WK619346,2,12,0.859,83.78,116,102,0.505,Basic,0.148,55.89
WK360246,3,11,0.904,99.64,38,30,0.581,Standard,0.178,48.44
WK412551,1,5,0.659,84.05,42,21,0.503,Standard,0.147,134.3
WK233696,3,3,1.0,88.55,127,85,0.535,Standard,0.194,121.24
WK439333,4,10,1.0,77.0,20,8,0.635,Basic,0.271,163.98
WK287886,3,9,1.0,102.19,65,37,0.578,Basic,0.174,134.99
WK897212,3,9,1.0,108.65,68,49,0.597,Basic,0.179,116.18
WK626514,4,12,1.0,120.76,15,11,0.637,Standard,0.278,204.55
WK543447,1,7,0.683,74.88,65,45,0.456,Basic,0.133,99.43
WK878793,2,5,0.718,83.63,176,130,0.477,Premium,0.179,186.49
WK536081,4,8,1.0,114.68,50,37,0.636,Standard,0.295,327.55
WK710551,3,10,1.0,98.27,82,48,0.519,Premium,0.179,300.85
WK882519,3,6,1.0,94.64,154,77,0.493,Standard,0.24,199.92
WK114838,3,1,1.0,110.53,89,60,0.578,Basic,0.208,74.94
WK829392,3,9,0.922,112.74,98,69,0.545,Standard,0.24,195.48
WK715527,4,10,1.0,111.04,60,52,0.606,Basic,0.274,142.37
WK373467,2,7,0.611,94.11,58,29,0.466,Standard,0.173,213.13
WK736476,5,3,1.0,108.08,165,129,0.805,Basic,0.293,103.89
WK252383,4,2,1.0,92.7,118,65,0.606,Basic,0.221,101.44
WK427040,5,8,1.0,124.74,175,92,0.708,Premium,0.281,474.72
WK680330,3,11,1.0,92.0,193,143,0.586,Basic,0.177,82.75
WK967463,4,7,1.0,119.51,133,77,0.649,Standard,0.21,273.8
WK189416,2,4,0.871,93.11,156,83,0.502,Standard,0.11,138.33
WK269907,2,1,0.94,104.24,30,19,0.518,Basic,0.144,73.89
WK314817,5,2,1.0,146.22,81,42,0.743,Premium,0.251,359.08
WK464426,3,9,0.939,87.64,197,171,0.591,Premium,0.249,252.18
WK239614,2,7,0.637,97.59,59,36,0.48,Premium,0.197,300.89
WK395244,4,4,1.0,121.22,131,68,0.604,Standard,0.224,180.66
WK509419,1,4,0.662,88.86,181,155,0.476,Standard,0.125,101.71
WK626814,3,4,1.0,75.31,124,110,0.567,Premium,0.21,265.41
WK783237,4,5,1.0,115.76,62,35,0.626,Premium,0.292,418.16
WK337211,4,8,1.0,112.04,151,83,0.572,Premium,0.207,421.09
WK282218,5,8,1.0,77.85,104,55,0.677,Standard,0.268,371.05
WK537443,3,12,1.0,102.14,174,121,0.613,Basic,0.181,69.56
WK491866,4,10,1.0,101.74,68,53,0.632,Standard,0.203,187.43
WK737519,2,4,0.642,93.89,31,19,0.503,Standard,0.128,173.12
WK412442,3,4,1.0,89.65,21,16,0.53,Basic,0.201,47.76
WK880657,3,11,1.0,99.61,33,24,0.554,Basic,0.224,84.94
WK888945,5,3,1.0,101.74,171,98,0.736,Standard,0.286,49.64
WK419402,2,1,0.721,90.79,17,12,0.565,Premium,0.142,214.3
WK859827,2,10,0.845,93.6,97,75,0.485,Standard,0.189,163.6
WK184791,3,2,1.0,111.66,59,32,0.529,Standard,0.217,140.04
WK354630,5,11,1.0,110.11,77,42,0.762,Premium,0.266,49.45
WK805271,4,1,1.0,110.58,10,6,0.572,Standard,0.298,189.77
WK793440,5,3,1.0,143.83,67,53,0.67,Standard,0.272,216.59
