worker_id,zone_risk_tier,claim_frequency_30d,claim_amount_zscore,location_jump_count,gps_spoof_probability,policy_tenure_weeks,earnings_deviation,claim_timing_anomaly,peer_claim_correlation,device_change_count,login_anomaly_score,route_deviation_score,delivery_speed_anomaly,duplicate_claim_score,network_fraud_ring_score,barometric_consistency,zone_transition_anomaly,claim_photo_similarity_score,platform_switch_frequency,behavioral_baseline_deviation,label_fraud,fraud_type
WK0019519,1,2,-0.405,0,0.172,184,0.018,0.258,0.308,0,0.135,0.245,0.008,0.022,0.111,0.936,0.045,0.099,0.029,0.16,0,none
WK0019520,2,3,1.352,1,0.081,66,0.031,0.197,0.2,0,0.159,0.123,0.2,0.058,0.041,0.807,0.094,0.036,0.095,0.143,0,none
WK0019521,4,0,0.178,0,0.218,124,0.246,0.072,0.081,0,0.198,0.175,0.049,0.076,0.074,0.827,0.015,0.253,0.111,0.104,0,none
WK0019522,1,0,0.001,2,0.086,41,0.236,0.241,0.0,0,0.182,0.046,0.144,0.058,0.12,0.871,0.169,0.099,0.026,0.191,0,none
WK0019523,4,13,3.253,0,0.905,34,-0.091,0.789,0.109,1,0.17,0.068,0.195,0.086,0.054,0.278,0.161,0.24,0.053,0.113,1,fake_rain_claim
WK0019524,4,1,-0.001,0,0.034,35,0.249,0.051,0.215,1,0.169,0.181,0.2,0.087,0.158,0.954,0.1,0.12,0.033,0.122,0,none
WK0019525,2,0,0.113,2,0.011,143,-0.155,0.234,0.152,0,0.143,0.101,0.222,0.001,0.051,0.821,0.175,0.04,0.174,0.004,0,none
WK0019526,4,0,-0.203,0,0.133,65,-0.066,0.003,0.362,0,0.043,0.209,0.185,0.065,0.14,0.999,0.099,0.161,0.017,0.032,0,none
WK0019527,3,0,0.047,0,0.152,101,-0.236,0.183,0.148,1,0.022,0.096,0.093,0.061,0.146,0.962,0.179,0.029,0.062,0.042,0,none
WK0019528,1,2,0.743,2,0.015,82,0.031,0.244,0.351,1,0.214,0.17,0.208,0.111,0.009,0.956,0.178,0.253,0.001,0.049,0,none
WK0019529,3,0,0.8,1,0.016,199,0.314,0.121,0.343,1,0.066,0.122,0.041,0.005,0.157,0.866,0.03,0.137,0.066,0.029,0,none
WK0019530,3,2,-0.063,2,0.034,116,-0.089,0.047,0.01,1,0.091,0.068,0.099,0.039,0.062,0.803,0.146,0.143,0.035,0.191,0,none
WK0019531,5,0,-0.979,18,0.841,177,-0.502,0.143,0.049,0,0.179,0.785,0.167,0.054,0.158,0.954,0.771,0.279,0.012,0.22,1,location_fraud
WK0019532,1,1,-1.031,1,0.096,156,0.039,0.16,0.007,0,0.236,0.122,0.186,0.113,0.132,0.917,0.151,0.096,0.168,0.197,0,none
WK0019533,1,0,1.614,1,0.119,138,-0.155,0.023,0.14,0,0.067,0.048,0.176,0.048,0.114,0.911,0.151,0.092,0.107,0.178,0,none
WK0019534,3,3,0.016,0,0.325,173,-0.037,0.17,0.274,0,0.032,0.064,0.137,0.025,0.058,0.987,0.105,0.276,0.163,0.218,0,none
WK0019535,5,1,-0.195,0,0.322,47,-0.176,0.257,0.177,0,0.225,0.228,0.129,0.089,0.078,0.986,0.089,0.227,0.01,0.127,0,none
WK0019536,1,0,-0.677,0,0.031,164,-0.229,0.18,0.253,0,0.0,0.109,0.183,0.089,0.013,0.957,0.069,0.245,0.043,0.108,0,none
WK0019537,4,1,-0.97,2,0.05,110,-0.061,0.021,0.273,0,0.109,0.241,0.19,0.05,0.132,0.937,0.108,0.121,0.004,0.022,0,none
WK0019538,4,0,0.275,1,0.009,63,0.343,0.24,0.062,1,0.009,0.121,0.19,0.081,0.127,0.858,0.077,0.07,0.175,0.117,0,none
WK0019539,3,0,0.445,1,0.103,165,-0.366,0.113,0.307,1,0.169,0.182,0.171,0.082,0.054,0.954,0.123,0.246,0.068,0.113,0,none
WK0019540,3,1,2.053,0,0.014,191,0.24,0.197,0.15,1,0.04,0.21,0.023,0.085,0.125,0.884,0.111,0.077,0.114,0.164,0,none
WK0019541,5,1,0.472,1,0.015,88,0.587,0.182,0.328,0,0.238,0.257,0.147,0.024,0.164,0.962,0.15,0.229,0.033,0.194,0,none
WK0019542,5,2,1.303,1,0.098,15,0.23,0.142,0.168,0,0.116,0.031,0.07,0.126,0.014,0.876,0.073,0.046,0.152,0.103,0,none
WK0019543,3,0,-0.165,1,0.037,185,0.081,0.063,0.124,0,0.139,0.105,0.175,0.064,0.001,0.859,0.074,0.066,0.176,0.068,0,none
WK0019544,4,2,-1.786,0,0.191,36,0.168,0.202,0.053,0,0.127,0.069,0.101,0.131,0.098,0.836,0.022,0.216,0.079,0.102,0,none
WK0019545,5,1,-1.287,1,0.206,186,0.04,0.19,0.283,1,0.056,0.124,0.016,0.131,0.025,0.825,0.064,0.158,0.021,0.207,0,none
WK0019546,3,1,0.421,2,0.145,117,0.162,0.146,0.19,0,0.037,0.0,0.214,0.033,0.04,0.887,0.045,0.133,0.055,0.215,0,none
WK0019547,3,0,-0.296,1,0.093,187,0.286,0.229,0.082,0,0.013,0.246,0.065,0.044,0.142,0.985,0.026,0.143,0.045,0.208,0,none
WK0019548,5,1,0.72,1,0.033,160,-0.019,0.103,0.02,1,0.197,0.092,0.157,0.032,0.03,0.896,0.168,0.012,0.176,0.064,0,none
WK0019549,5,0,0.335,2,0.164,58,0.045,0.033,0.103,0,0.234,0.218,0.153,0.085,0.103,0.84,0.004,0.169,0.112,0.085,0,none
WK0019550,1,0,0.223,0,0.184,163,-0.062,0.226,0.36,1,0.009,0.078,0.133,0.065,0.089,0.988,0.061,0.125,0.121,0.165,0,none
WK0019551,1,0,-1.132,1,0.134,87,-0.085,0.021,0.355,0,0.013,0.113,0.055,0.009,0.106,0.959,0.124,0.135,0.178,0.232,0,none
WK0019552,3,0,-0.366,0,0.224,150,2.849,0.258,0.037,0,0.194,0.182,0.733,0.106,0.067,0.832,0.124,0.191,0.126,0.989,1,earnings_manipulation
WK0019553,5,4,-1.131,1,0.143,198,-0.089,0.077,0.046,0,0.057,0.001,0.013,0.103,0.046,0.881,0.114,0.109,0.022,0.187,0,none
WK0019554,2,2,0.031,0,0.003,144,0.002,0.117,0.279,1,0.126,0.264,0.077,0.041,0.14,0.968,0.037,0.083,0.063,0.204,0,none
WK0019555,3,2,-0.749,0,0.11,39,0.467,0.069,0.38,1,0.11,0.158,0.235,0.109,0.04,0.964,0.09,0.186,0.055,0.058,0,none
WK0019556,1,0,-0.492,2,0.056,75,0.073,0.008,0.035,0,0.126,0.2,0.161,0.011,0.083,0.855,0.013,0.218,0.066,0.175,0,none
WK0019557,1,0,-0.194,2,0.033,178,0.068,0.127,0.009,0,0.103,0.022,0.068,0.037,0.023,0.99,0.054,0.013,0.042,0.199,0,none
WK0019558,3,3,-0.059,0,0.008,45,-0.073,0.278,0.153,1,0.155,0.202,0.148,0.012,0.11,0.921,0.174,0.049,0.048,0.236,0,none
WK0019559,5,5,4.417,0,0.755,44,-0.291,0.989,0.364,0,0.165,0.173,0.176,0.01,0.052,0.129,0.018,0.11,0.051,0.194,1,fake_rain_claim
WK0019560,1,2,0.543,2,0.337,56,-0.429,0.276,0.293,0,0.04,0.05,0.014,0.133,0.064,0.824,0.028,0.261,0.156,0.185,0,none
WK0019561,1,0,-1.162,2,0.038,198,0.056,0.229,0.152,0,0.156,0.193,0.16,0.089,0.132,0.908,0.038,0.056,0.168,0.1,0,none
WK0019562,1,0,-0.394,0,0.017,94,-0.147,0.139,0.035,0,0.235,0.248,0.222,0.026,0.127,0.925,0.161,0.185,0.109,0.127,0,none
WK0019563,1,1,-0.357,2,0.177,10,0.275,0.107,0.148,0,0.236,0.179,0.021,0.038,0.076,0.835,0.148,0.276,0.003,0.132,0,none
WK0019564,2,1,0.262,2,0.155,161,-0.218,0.224,0.006,0,0.051,0.218,0.154,0.086,0.166,0.89,0.012,0.124,0.009,0.22,0,none
WK0019565,1,1,-0.268,2,0.097,108,-0.031,0.212,0.265,0,0.074,0.112,0.011,0.135,0.007,0.993,0.025,0.162,0.006,0.102,0,none
WK0019566,3,1,-0.095,2,0.218,189,-0.169,0.235,0.296,0,0.02,0.244,0.107,0.114,0.026,0.989,0.111,0.254,0.099,0.131,0,none
WK0019567,3,0,-0.852,0,0.016,21,-0.329,0.138,0.209,0,0.235,0.107,0.062,0.128,0.108,0.835,0.075,0.265,0.063,0.111,0,none
WK0019568,1,1,2.234,1,0.008,82,-0.155,0.154,0.197,0,0.165,0.157,0.083,0.125,0.15,0.835,0.122,0.215,0.012,0.011,0,none
WK0019569,4,1,0.647,0,0.219,127,0.242,0.031,0.134,0,0.12,0.154,0.11,0.079,0.086,0.99,0.087,0.124,0.138,0.094,0,none
WK0019570,2,1,-0.388,2,0.006,188,-0.331,0.172,0.302,0,0.085,0.062,0.126,0.012,0.142,0.958,0.15,0.1,0.092,0.09,0,none
WK0019571,3,1,0.216,0,0.108,9,0.042,0.063,0.352,0,0.11,0.219,0.172,0.012,0.155,0.904,0.152,0.026,0.137,0.097,0,none
WK0019572,5,0,-1.006,2,0.009,10,-0.102,0.107,0.111,0,0.204,0.074,0.054,0.119,0.003,0.849,0.062,0.252,0.026,0.195,0,none
WK0019573,1,1,0.512,0,0.043,20,0.047,0.246,0.367,0,0.031,0.087,0.088,0.08,0.132,0.854,0.138,0.063,0.001,0.224,0,none
WK0019574,5,1,-0.999,1,0.031,65,0.116,0.006,0.867,8,0.823,0.15,0.196,0.035,0.881,0.841,0.179,0.231,0.028,0.118,1,fraud_ring
WK0019575,1,1,1.129,0,0.155,6,0.07,0.264,0.015,1,0.02,0.107,0.203,0.05,0.175,0.842,0.126,0.183,0.094,0.061,0,none
WK0019576,5,1,-1.703,2,0.184,128,0.099,0.065,0.133,1,0.03,0.049,0.065,0.006,0.088,0.859,0.152,0.073,0.172,0.078,0,none
WK0019577,5,0,-1.195,2,0.098,95,-0.06,0.22,0.309,1,0.035,0.146,0.193,0.043,0.004,0.991,0.004,0.253,0.068,0.209,0,none
WK0019578,4,0,2.365,1,0.119,33,0.027,0.259,0.096,0,0.236,0.188,0.162,0.078,0.082,0.818,0.005,0.113,0.001,0.151,0,none
WK0019579,4,0,0.865,0,0.432,75,-0.208,0.195,0.292,1,0.129,0.212,0.032,0.11,0.138,0.947,0.011,0.184,0.079,0.076,0,none
WK0019580,1,0,0.273,1,0.044,143,-0.091,0.192,0.931,4,0.675,0.055,0.153,0.123,0.796,0.876,0.072,0.01,0.119,0.11,1,fraud_ring
WK0019581,2,2,0.183,2,0.132,172,-0.093,0.223,0.378,0,0.131,0.107,0.11,0.117,0.021,0.827,0.007,0.013,0.063,0.175,0,none
WK0019582,5,0,0.732,2,0.033,148,-0.144,0.233,0.132,0,0.015,0.174,0.126,0.035,0.104,0.977,0.025,0.062,0.083,0.21,0,none
WK0019583,5,0,-0.144,2,0.195,99,0.27,0.072,0.262,1,0.049,0.27,0.16,0.091,0.066,0.938,0.156,0.197,0.164,0.113,0,none
WK0019584,1,1,-0.315,0,0.137,27,0.033,0.142,0.137,0,0.08,0.057,0.181,0.008,0.003,0.848,0.062,0.065,0.056,0.152,0,none
WK0019585,1,1,0.75,2,0.023,100,-0.29,0.209,0.136,0,0.076,0.106,0.233,0.029,0.163,0.949,0.021,0.053,0.06,0.05,0,none
WK0019586,5,0,0.733,0,0.337,154,0.071,0.171,0.022,0,0.076,0.238,0.137,0.096,0.024,0.893,0.14,0.011,0.014,0.013,0,none
WK0019587,3,1,0.924,0,0.017,105,1.953,0.018,0.327,0,0.034,0.043,0.668,0.045,0.168,0.817,0.041,0.15,0.128,0.706,1,earnings_manipulation
WK0019588,5,0,-0.673,0,0.061,89,-0.177,0.118,0.3,1,0.165,0.078,0.001,0.025,0.015,0.97,0.07,0.157,0.1,0.04,0,none
WK0019589,5,7,0.023,2,0.066,182,0.138,0.169,0.177,0,0.087,0.008,0.17,0.136,0.036,0.932,0.135,0.134,0.125,0.209,0,none
WK0019590,2,0,-0.307,0,0.009,11,-0.369,0.074,0.112,0,0.0,0.154,0.154,0.041,0.169,0.834,0.095,0.075,0.088,0.19,0,none
WK0019591,3,0,0.155,1,0.067,191,0.245,0.038,0.349,1,0.21,0.152,0.019,0.022,0.165,0.955,0.094,0.164,0.165,0.044,0,none
WK0019592,5,0,-0.922,2,0.268,49,0.42,0.003,0.044,1,0.16,0.275,0.137,0.018,0.171,0.812,0.043,0.052,0.03,0.228,0,none
WK0019593,3,0,0.023,2,0.052,78,0.111,0.169,0.047,0,0.231,0.078,0.016,0.078,0.001,0.811,0.118,0.015,0.152,0.198,0,none
WK0019594,3,1,0.167,2,0.028,144,-0.162,0.119,0.221,0,0.058,0.105,0.009,0.068,0.027,0.956,0.01,0.05,0.097,0.083,0,none
WK0019595,5,8,4.765,1,0.79,69,-0.057,0.691,0.262,1,0.007,0.016,0.05,0.068,0.056,0.237,0.104,0.093,0.002,0.079,1,fake_rain_claim
WK0019596,5,0,0.963,0,0.015,41,-0.165,0.203,0.359,0,0.042,0.018,0.156,0.104,0.177,0.977,0.115,0.219,0.16,0.225,0,none
WK0019597,4,0,0.408,1,0.176,64,0.24,0.266,0.314,0,0.089,0.193,0.076,0.078,0.077,0.877,0.074,0.077,0.103,0.099,0,none
WK0019598,3,1,0.376,17,0.734,60,0.014,0.07,0.303,1,0.192,0.629,0.074,0.133,0.066,0.992,0.699,0.006,0.067,0.152,1,location_fraud
WK0019599,4,0,0.71,2,0.058,188,0.027,0.129,0.239,1,0.085,0.137,0.175,0.051,0.166,0.864,0.149,0.262,0.097,0.189,0,none
WK0019600,2,0,0.148,0,0.016,112,-0.166,0.112,0.15,1,0.151,0.123,0.075,0.09,0.058,0.803,0.12,0.091,0.085,0.015,0,none
WK0019601,4,0,0.475,2,0.034,90,-0.332,0.198,0.178,0,0.133,0.004,0.197,0.046,0.148,0.924,0.161,0.16,0.024,0.07,0,none
WK0019602,1,2,-0.334,2,0.11,147,0.007,0.023,0.048,1,0.204,0.021,0.031,0.003,0.107,0.97,0.119,0.256,0.107,0.12,0,none
WK0019603,5,0,-0.181,0,0.037,9,-0.077,0.097,0.125,1,0.047,0.226,0.061,0.043,0.051,0.975,0.149,0.264,0.066,0.103,0,none
WK0019604,4,3,-0.091,1,0.076,192,0.135,0.11,0.24,1,0.175,0.147,0.232,0.043,0.055,0.884,0.09,0.136,0.074,0.043,0,none
WK0019605,3,12,-0.34,2,0.046,181,-0.065,0.088,0.294,0,0.142,0.064,0.059,0.827,0.015,0.905,0.096,0.85,0.103,0.01,1,duplicate_claim
WK0019606,1,0,0.731,0,0.059,178,-0.033,0.262,0.168,0,0.091,0.153,0.155,0.099,0.081,0.902,0.113,0.27,0.18,0.174,0,none
WK0019607,1,0,-0.706,23,0.856,173,0.181,0.209,0.233,1,0.092,0.898,0.232,0.112,0.05,0.906,0.98,0.262,0.072,0.075,1,location_fraud
WK0019608,2,0,0.693,1,0.019,5,-0.317,0.239,0.039,0,0.186,0.207,0.142,0.105,0.087,0.852,0.068,0.043,0.077,0.165,0,none
WK0019609,2,0,-1.484,0,0.261,173,-0.37,0.249,0.196,0,0.086,0.062,0.037,0.034,0.043,0.855,0.141,0.139,0.175,0.134,0,none
WK0019610,5,1,0.184,2,0.056,160,0.12,0.222,0.174,0,0.142,0.179,0.188,0.121,0.084,0.876,0.084,0.045,0.053,0.194,0,none
WK0019611,5,2,-0.744,0,0.028,189,0.049,0.083,0.086,0,0.179,0.006,0.064,0.033,0.039,0.868,0.052,0.012,0.112,0.082,0,none
WK0019612,2,1,-1.178,0,0.068,59,-0.186,0.19,0.177,0,0.105,0.266,0.124,0.03,0.179,0.959,0.174,0.107,0.073,0.098,0,none
WK0019613,2,1,0.056,2,0.208,184,-0.382,0.245,0.292,1,0.226,0.226,0.108,0.083,0.038,0.985,0.132,0.014,0.036,0.191,0,none
WK0019614,2,0,0.459,2,0.051,160,0.136,0.234,0.036,0,0.229,0.059,0.137,0.067,0.067,0.861,0.031,0.132,0.033,0.153,0,none
WK0019615,4,0,-0.248,2,0.213,112,-0.014,0.105,0.198,0,0.109,0.01,0.217,0.015,0.155,0.94,0.039,0.088,0.115,0.127,0,none
WK0019616,2,1,0.949,0,0.023,39,0.207,0.207,0.345,1,0.216,0.144,0.203,0.04,0.178,0.973,0.061,0.082,0.16,0.114,0,none
WK0019617,3,2,-0.649,0,0.14,56,0.143,0.067,0.22,1,0.011,0.009,0.038,0.036,0.055,0.903,0.072,0.029,0.096,0.176,0,none
WK0019618,5,0,1.559,2,0.116,162,0.069,0.087,0.282,0,0.137,0.093,0.058,0.015,0.117,0.961,0.083,0.039,0.148,0.112,0,none
WK0019619,2,0,-0.859,2,0.227,65,-0.167,0.154,0.242,1,0.059,0.206,0.04,0.004,0.103,0.803,0.053,0.081,0.168,0.226,0,none
WK0019620,4,0,-0.317,1,0.004,169,0.284,0.177,0.105,0,0.013,0.141,0.144,0.054,0.084,0.944,0.094,0.146,0.054,0.205,0,none
WK0019621,4,1,0.735,1,0.082,26,-0.111,0.014,0.256,0,0.179,0.105,0.139,0.043,0.07,0.84,0.168,0.116,0.146,0.092,0,none
WK0019622,3,1,-0.613,0,0.086,133,-0.332,0.141,0.298,0,0.097,0.26,0.002,0.005,0.07,0.957,0.051,0.08,0.157,0.148,0,none
WK0019623,4,1,0.414,1,0.026,41,0.083,0.266,0.176,1,0.102,0.07,0.129,0.005,0.077,0.807,0.153,0.176,0.084,0.066,0,none
WK0019624,4,0,-0.022,1,0.001,178,-0.235,0.03,0.289,0,0.005,0.186,0.044,0.023,0.151,0.839,0.161,0.04,0.167,0.196,0,none
WK0019625,4,2,-0.226,1,0.085,30,-0.037,0.013,0.178,1,0.205,0.148,0.068,0.057,0.145,0.954,0.107,0.094,0.055,0.225,0,none
WK0019626,4,1,-0.289,2,0.131,9,0.079,0.151,0.26,0,0.022,0.162,0.003,0.118,0.141,0.823,0.033,0.011,0.151,0.207,0,none
WK0019627,5,2,0.347,1,0.078,125,-0.119,0.094,0.34,0,0.06,0.241,0.089,0.059,0.171,0.899,0.06,0.168,0.122,0.212,0,none
WK0019628,2,0,0.817,1,0.02,49,1.858,0.193,0.301,0,0.167,0.099,0.809,0.128,0.138,0.865,0.026,0.269,0.016,0.815,1,earnings_manipulation
WK0019629,4,2,-0.551,1,0.197,150,0.111,0.28,0.308,0,0.035,0.233,0.161,0.007,0.082,0.84,0.175,0.059,0.002,0.091,0,none
WK0019630,4,0,0.098,0,0.147,75,0.163,0.14,0.052,0,0.05,0.151,0.209,0.093,0.122,0.977,0.06,0.244,0.044,0.111,0,none
WK0019631,1,0,0.097,1,0.047,182,-0.002,0.006,0.165,0,0.024,0.275,0.131,0.057,0.085,0.981,0.031,0.105,0.012,0.225,0,none
WK0019632,2,0,-0.669,2,0.26,118,-0.093,0.004,0.155,0,0.166,0.132,0.084,0.072,0.141,0.898,0.102,0.193,0.061,0.08,0,none
WK0019633,3,0,-2.274,1,0.007,130,0.242,0.121,0.311,1,0.005,0.154,0.234,0.047,0.015,0.839,0.072,0.092,0.015,0.191,0,none
WK0019634,3,1,-0.9,0,0.09,50,-0.289,0.212,0.324,1,0.116,0.262,0.208,0.079,0.008,0.867,0.07,0.201,0.119,0.096,0,none
WK0019635,5,0,-1.757,0,0.016,149,-0.317,0.243,0.268,1,0.081,0.126,0.083,0.042,0.012,0.967,0.142,0.091,0.026,0.175,0,none
WK0019636,4,1,0.339,0,0.01,6,0.061,0.27,0.066,0,0.229,0.003,0.154,0.101,0.135,0.877,0.019,0.221,0.032,0.033,0,none
WK0019637,2,1,1.004,1,0.062,18,0.185,0.202,0.28,0,0.081,0.062,0.032,0.056,0.084,0.861,0.146,0.003,0.107,0.002,0,none
WK0019638,5,2,-2.8,2,0.027,104,0.017,0.25,0.304,1,0.182,0.105,0.129,0.108,0.096,0.963,0.131,0.095,0.105,0.064,0,none
WK0019639,1,0,1.004,2,0.125,22,0.137,0.199,0.204,0,0.127,0.034,0.231,0.035,0.083,0.816,0.068,0.012,0.078,0.201,0,none
WK0019640,2,1,1.549,2,0.161,194,-0.202,0.279,0.092,1,0.185,0.174,0.076,0.028,0.003,0.946,0.148,0.265,0.067,0.23,0,none
WK0019641,2,2,0.752,2,0.063,186,-0.011,0.237,0.269,0,0.007,0.033,0.202,0.078,0.106,0.865,0.079,0.151,0.116,0.221,0,none
WK0019642,1,1,0.566,2,0.016,156,0.231,0.084,0.289,0,0.181,0.185,0.013,0.115,0.022,0.848,0.151,0.238,0.179,0.069,0,none
WK0019643,1,1,0.151,2,0.134,93,-0.031,0.174,0.033,1,0.164,0.088,0.151,0.04,0.009,0.994,0.121,0.005,0.086,0.016,0,none
WK0019644,5,1,0.506,2,0.223,89,0.061,0.115,0.015,0,0.178,0.248,0.105,0.052,0.137,0.943,0.079,0.244,0.015,0.215,0,none
WK0019645,5,0,0.508,2,0.032,172,-0.17,0.016,0.343,0,0.035,0.043,0.142,0.019,0.005,0.929,0.105,0.006,0.005,0.178,0,none
WK0019646,4,13,3.529,1,0.76,106,-0.337,0.631,0.365,0,0.213,0.228,0.042,0.027,0.013,0.171,0.072,0.055,0.0,0.24,1,fake_rain_claim
WK0019647,2,0,-0.447,1,0.232,29,0.022,0.05,0.002,0,0.055,0.1,0.214,0.117,0.159,0.898,0.175,0.008,0.114,0.051,0,none
WK0019648,2,1,0.426,0,0.03,5,0.313,0.071,0.047,1,0.06,0.019,0.033,0.096,0.023,0.989,0.08,0.039,0.033,0.151,0,none
WK0019649,3,1,-0.91,1,0.031,95,-0.023,0.105,0.331,0,0.043,0.114,0.129,0.058,0.103,0.999,0.163,0.173,0.143,0.168,0,none
WK0019650,3,0,-0.991,2,0.007,160,0.138,0.085,0.084,0,0.15,0.24,0.12,0.024,0.07,0.931,0.049,0.125,0.098,0.225,0,none
WK0019651,2,0,-1.389,0,0.165,77,-0.063,0.183,0.238,1,0.115,0.121,0.13,0.091,0.079,0.948,0.15,0.016,0.083,0.219,0,none
WK0019652,2,6,-0.677,2,0.027,29,-0.11,0.25,0.057,1,0.115,0.212,0.053,0.733,0.119,0.895,0.155,0.945,0.015,0.216,1,duplicate_claim
WK0019653,2,0,-0.353,0,0.01,143,-0.058,0.01,0.253,1,0.239,0.209,0.128,0.133,0.111,0.995,0.052,0.195,0.156,0.136,0,none
WK0019654,3,0,1.746,2,0.239,137,-0.199,0.092,0.281,0,0.228,0.021,0.033,0.108,0.169,0.833,0.108,0.02,0.153,0.078,0,none
WK0019655,2,0,-1.052,2,0.015,122,-0.083,0.15,0.252,1,0.164,0.189,0.0,0.007,0.031,0.866,0.169,0.006,0.024,0.17,0,none
WK0019656,1,1,0.935,2,0.11,179,0.274,0.188,0.171,1,0.082,0.18,0.084,0.109,0.113,0.964,0.071,0.173,0.038,0.079,0,none
WK0019657,3,2,-0.636,1,0.172,148,0.041,0.094,0.338,1,0.23,0.244,0.103,0.038,0.168,0.96,0.062,0.137,0.106,0.179,0,none
WK0019658,1,0,-0.95,0,0.002,83,0.003,0.106,0.158,0,0.147,0.129,0.004,0.138,0.123,0.994,0.042,0.253,0.16,0.016,0,none
WK0019659,5,2,-1.02,2,0.008,76,0.027,0.137,0.093,1,0.155,0.244,0.162,0.045,0.087,0.921,0.057,0.164,0.046,0.143,0,none
WK0019660,2,0,-0.825,2,0.111,49,0.005,0.186,0.229,1,0.033,0.204,0.138,0.07,0.141,0.942,0.043,0.12,0.125,0.029,0,none
WK0019661,5,3,1.719,0,0.128,53,0.218,0.279,0.026,1,0.049,0.033,0.085,0.021,0.11,0.938,0.058,0.109,0.161,0.03,0,none
WK0019662,5,0,-0.841,2,0.046,23,0.174,0.067,0.334,1,0.026,0.152,0.082,0.081,0.126,0.881,0.158,0.198,0.035,0.193,0,none
WK0019663,5,1,0.027,0,0.022,98,0.107,0.162,0.361,0,0.191,0.066,0.068,0.139,0.121,0.949,0.115,0.146,0.165,0.106,0,none
WK0019664,2,1,-0.821,2,0.301,174,0.453,0.161,0.031,0,0.008,0.178,0.115,0.034,0.021,0.863,0.074,0.263,0.06,0.101,0,none
WK0019665,3,1,1.191,0,0.023,129,0.032,0.194,0.16,1,0.148,0.016,0.181,0.025,0.03,0.89,0.059,0.141,0.098,0.044,0,none
WK0019666,5,14,0.605,0,0.001,140,-0.294,0.156,0.36,1,0.182,0.265,0.039,0.736,0.122,0.858,0.147,0.861,0.126,0.216,1,duplicate_claim
WK0019667,1,1,1.438,0,0.165,129,-0.134,0.016,0.349,1,0.043,0.044,0.081,0.125,0.023,0.885,0.034,0.177,0.132,0.023,0,none
WK0019668,5,0,-0.286,0,0.017,78,-0.287,0.06,0.081,1,0.087,0.072,0.109,0.123,0.051,0.895,0.096,0.14,0.005,0.211,0,none
WK0019669,2,13,3.125,1,0.895,46,-0.357,0.816,0.237,1,0.013,0.109,0.131,0.007,0.092,0.124,0.065,0.058,0.058,0.018,1,fake_rain_claim
WK0019670,3,0,-0.083,0,0.058,138,-0.29,0.038,0.371,0,0.081,0.13,0.034,0.078,0.139,0.853,0.179,0.231,0.091,0.193,0,none
WK0019671,4,0,1.445,2,0.032,69,0.042,0.082,0.057,1,0.054,0.103,0.226,0.069,0.143,0.911,0.062,0.017,0.039,0.077,0,none
WK0019672,2,1,-1.888,0,0.089,65,0.071,0.268,0.235,0,0.11,0.081,0.133,0.063,0.15,0.911,0.089,0.238,0.018,0.117,0,none
WK0019673,2,1,-0.628,2,0.027,100,-0.414,0.276,0.333,0,0.214,0.279,0.215,0.107,0.153,0.858,0.054,0.131,0.159,0.102,0,none
WK0019674,4,0,-0.609,2,0.093,13,0.09,0.025,0.352,0,0.19,0.267,0.191,0.137,0.083,0.805,0.063,0.11,0.059,0.072,0,none
WK0019675,2,0,0.197,0,0.041,174,-0.037,0.215,0.166,1,0.052,0.16,0.114,0.115,0.003,0.964,0.136,0.004,0.131,0.162,0,none
WK0019676,4,1,0.195,1,0.106,131,0.04,0.181,0.012,1,0.067,0.007,0.159,0.07,0.052,0.881,0.174,0.08,0.162,0.015,0,none
WK0019677,3,1,-1.018,2,0.017,106,3.502,0.041,0.046,0,0.065,0.13,0.72,0.047,0.065,0.835,0.028,0.048,0.003,0.79,1,earnings_manipulation
WK0019678,3,0,2.367,1,0.024,93,-0.143,0.094,0.128,0,0.014,0.182,0.146,0.059,0.049,0.907,0.088,0.017,0.043,0.199,0,none
WK0019679,2,0,0.35,1,0.196,170,-0.017,0.022,0.298,1,0.067,0.217,0.181,0.064,0.132,0.978,0.048,0.164,0.07,0.151,0,none
WK0019680,2,0,0.159,0,0.051,73,0.015,0.258,0.023,0,0.072,0.031,0.126,0.011,0.15,0.991,0.052,0.202,0.1,0.125,0,none
WK0019681,3,3,-0.018,1,0.033,143,-0.302,0.134,0.029,1,0.062,0.254,0.183,0.052,0.151,0.945,0.101,0.173,0.16,0.176,0,none
WK0019682,3,1,0.015,0,0.013,195,0.053,0.06,0.053,0,0.188,0.153,0.194,0.068,0.135,0.885,0.098,0.242,0.133,0.179,0,none
WK0019683,4,1,-0.927,1,0.275,173,0.413,0.031,0.826,8,0.659,0.27,0.041,0.038,0.916,0.911,0.144,0.247,0.067,0.038,1,fraud_ring
WK0019684,1,1,0.263,2,0.114,138,-0.047,0.222,0.225,1,0.122,0.088,0.025,0.005,0.031,0.964,0.176,0.253,0.1,0.149,0,none
WK0019685,1,0,-0.2,1,0.107,118,-0.164,0.181,0.14,1,0.051,0.266,0.011,0.041,0.034,0.863,0.127,0.134,0.119,0.129,0,none
WK0019686,4,0,0.382,2,0.118,40,2.037,0.091,0.368,1,0.207,0.219,0.979,0.117,0.014,0.95,0.116,0.1,0.16,0.996,1,earnings_manipulation
